Iso	Gene
TRINITY_DN6874_c0_g1	Calcium/calmodulin-dependent protein kinase type II alpha chain OS=Drosophila melanogaster OX=7227 GN=CaMKII PE=1 SV=1 E(blastx)=6e-23
TRINITY_DN5724_c0_g1	Eukaryotic initiation factor 4A OS=Drosophila melanogaster OX=7227 GN=eIF4A PE=1 SV=3 E(blastx)=1e-35
TRINITY_DN5519_c0_g1	Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens OX=9606 GN=CACNA2D1 PE=1 SV=3 E(blastx)=7e-27
TRINITY_DN7564_c0_g1	Tetratricopeptide repeat protein 24 OS=Homo sapiens OX=9606 GN=TTC24 PE=4 SV=1 E(blastx)=2e-08
TRINITY_DN8322_c0_g1	Sequestosome-1 OS=Mus musculus OX=10090 GN=Sqstm1 PE=1 SV=1 E(blastx)=3e-09
TRINITY_DN11350_c0_g1	KAT8 regulatory NSL complex subunit 2 OS=Pongo abelii OX=9601 GN=KANSL2 PE=2 SV=1 E(blastx)=2e-15
TRINITY_DN7698_c0_g1	Glucose-6-phosphate isomerase OS=Macaca fascicularis OX=9541 GN=GPI PE=2 SV=3 E(blastx)=1e-05
TRINITY_DN12023_c0_g1	Heme-binding protein 1 OS=Xenopus laevis OX=8355 GN=hebp1 PE=2 SV=1 E(blastx)=1e-12
TRINITY_DN4036_c0_g1	Collagen alpha-1(XIX) chain OS=Homo sapiens OX=9606 GN=COL19A1 PE=1 SV=3 E(blastx)=4e-05
TRINITY_DN4846_c0_g1	Basic phospholipase A2 homolog 1 OS=Notechis scutatus scutatus OX=70142 PE=1 SV=1 E(blastx)=1e-06
TRINITY_DN13646_c0_g1	Mucin-like protein (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=9e-21
TRINITY_DN6580_c0_g1	Small G protein signaling modulator 3 OS=Bos taurus OX=9913 GN=SGSM3 PE=2 SV=1 E(blastx)=7e-33
TRINITY_DN10373_c0_g1	Nucleobindin-2 OS=Mus musculus OX=10090 GN=Nucb2 PE=1 SV=2 E(blastx)=6e-10
TRINITY_DN10378_c0_g1	Testican-3 OS=Mus musculus OX=10090 GN=Spock3 PE=2 SV=2 E(blastx)=2e-10
TRINITY_DN4945_c0_g1	Transmembrane protein 145 OS=Mus musculus OX=10090 GN=Tmem145 PE=1 SV=1 E(blastx)=5e-06
TRINITY_DN11138_c0_g1	Lactadherin OS=Rattus norvegicus OX=10116 GN=Mfge8 PE=2 SV=1 E(blastx)=2e-10
TRINITY_DN5308_c0_g1	"Chlorophyll a-b binding protein 3, chloroplastic OS=Pisum sativum OX=3888 GN=lhca3 PE=1 SV=1 E(blastx)=9e-29"
TRINITY_DN3647_c0_g1	Tubulin polymerization-promoting protein family member 2 OS=Bos taurus OX=9913 GN=TPPP2 PE=2 SV=1 E(blastx)=7e-09
TRINITY_DN2973_c0_g1	Collagen alpha chain (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=2e-13
TRINITY_DN4948_c0_g1	Lipoxygenase homology domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LOXHD1 PE=2 SV=4 E(blastx)=7e-10
TRINITY_DN13187_c0_g1	A-kinase anchor protein 17A OS=Homo sapiens OX=9606 GN=AKAP17A PE=1 SV=2 E(blastx)=2e-34
TRINITY_DN13320_c0_g1	Dysferlin OS=Bos taurus OX=9913 GN=DYSF PE=2 SV=1 E(blastx)=2e-17
TRINITY_DN1621_c0_g1	Serine/threonine-protein kinase SMG1 OS=Mus musculus OX=10090 GN=Smg1 PE=1 SV=3 E(blastx)=5e-19
TRINITY_DN8780_c0_g1	Leucine-rich repeat-containing protein 71 OS=Homo sapiens OX=9606 GN=LRRC71 PE=2 SV=1 E(blastx)=2e-16
TRINITY_DN4158_c0_g1	"Sushi, nidogen and EGF-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNED1 PE=2 SV=2 E(blastx)=5e-07"
TRINITY_DN3507_c0_g1	Splicing factor ESS-2 homolog OS=Drosophila melanogaster OX=7227 GN=Es2 PE=1 SV=2 E(blastx)=3e-11
TRINITY_DN14084_c0_g1	Laminin subunit alpha OS=Drosophila melanogaster OX=7227 GN=LanA PE=1 SV=2 E(blastx)=1e-20
TRINITY_DN7983_c0_g1	Asparagine synthetase [glutamine-hydrolyzing] OS=Bos taurus OX=9913 GN=ASNS PE=2 SV=3 E(blastx)=3e-44
TRINITY_DN1790_c0_g1	Dihydropyrimidine dehydrogenase [NADP(+)] OS=Danio rerio OX=7955 GN=dpyd PE=2 SV=1 E(blastx)=9e-36
TRINITY_DN9324_c0_g1	Grainyhead-like protein 2 homolog OS=Homo sapiens OX=9606 GN=GRHL2 PE=1 SV=1 E(blastx)=5e-22
TRINITY_DN10952_c0_g1	KDEL-tailed cysteine endopeptidase CEP1 OS=Arabidopsis thaliana OX=3702 GN=CEP1 PE=1 SV=1 E(blastx)=1e-26
TRINITY_DN8757_c0_g1	EH domain-binding protein 1 OS=Homo sapiens OX=9606 GN=EHBP1 PE=1 SV=3 E(blastx)=2e-05
TRINITY_DN14723_c0_g1	Probable 60S ribosomal protein L37-A OS=Drosophila melanogaster OX=7227 GN=RpL37a PE=1 SV=1 E(blastx)=9e-19
TRINITY_DN14157_c0_g1	Suppressor APC domain-containing protein 2 OS=Mus musculus OX=10090 GN=Sapcd2 PE=1 SV=1 E(blastx)=2e-16
TRINITY_DN12313_c0_g1	Phosphoglycerate kinase OS=Drosophila melanogaster OX=7227 GN=Pgk PE=2 SV=2 E(blastx)=2e-23
TRINITY_DN1674_c0_g1	Histone-lysine N-methyltransferase 2C OS=Homo sapiens OX=9606 GN=KMT2C PE=1 SV=3 E(blastx)=4e-18
TRINITY_DN11246_c0_g1	Photosystem I P700 chlorophyll a apoprotein A1 OS=Chlorella vulgaris OX=3077 GN=psaA PE=3 SV=1 E(blastx)=2e-44
TRINITY_DN7161_c0_g1	IQ and ubiquitin-like domain-containing protein OS=Rattus norvegicus OX=10116 GN=Iqub PE=2 SV=2 E(blastx)=1e-16
TRINITY_DN5958_c0_g1	Skeletal aspartic acid-rich protein 1 OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=2e-11
TRINITY_DN631_c0_g1	Complement C3 (Fragment) OS=Lethenteron camtschaticum OX=980415 GN=C3 PE=2 SV=1 E(blastx)=5e-25
TRINITY_DN11425_c0_g1	Ankyrin repeat and EF-hand domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKEF1 PE=2 SV=2 E(blastx)=7e-32
TRINITY_DN6158_c0_g1	Proteasome subunit alpha type-4 OS=Rattus norvegicus OX=10116 GN=Psma4 PE=1 SV=1 E(blastx)=5e-12
TRINITY_DN14175_c0_g1	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4 OS=Mus musculus OX=10090 GN=Ndst4 PE=2 SV=2 E(blastx)=2e-26
TRINITY_DN8488_c0_g1	Putative extracellular sulfatase Sulf-1 homolog OS=Caenorhabditis elegans OX=6239 GN=sul-1 PE=3 SV=1 E(blastx)=1e-24
TRINITY_DN11724_c0_g1	Lipopolysaccharide-binding protein OS=Bos taurus OX=9913 GN=LBP PE=2 SV=1 E(blastx)=2e-12
TRINITY_DN10735_c0_g1	60S ribosomal protein L17 OS=Rattus norvegicus OX=10116 GN=Rpl17 PE=2 SV=3 E(blastx)=6e-42
TRINITY_DN6358_c0_g1	Putative glutamate synthase [NADPH] OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=glt1 PE=2 SV=1 E(blastx)=3e-36
TRINITY_DN14053_c0_g1	RRP12-like protein OS=Gallus gallus OX=9031 GN=RRP12 PE=2 SV=1 E(blastx)=2e-17
TRINITY_DN10025_c0_g1	Pericentriolar material 1 protein OS=Mus musculus OX=10090 GN=Pcm1 PE=1 SV=2 E(blastx)=7e-24
TRINITY_DN9159_c0_g1	Basic leucine zipper and W2 domain-containing protein 1 OS=Xenopus laevis OX=8355 GN=bzw1 PE=2 SV=1 E(blastx)=6e-14
TRINITY_DN11150_c0_g1	Collagen alpha-3(IV) chain OS=Mus musculus OX=10090 GN=Col4a3 PE=1 SV=2 E(blastx)=2e-05
TRINITY_DN6255_c0_g1	T-complex protein 1 subunit beta OS=Macaca fascicularis OX=9541 GN=CCT2 PE=2 SV=3 E(blastx)=8e-49
TRINITY_DN1666_c0_g1	WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3 E(blastx)=1e-14
TRINITY_DN9854_c0_g1	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens OX=9606 PE=1 SV=1 E(blastx)=4e-13
TRINITY_DN12804_c0_g1	Sodium/potassium-transporting ATPase subunit alpha OS=Hydra vulgaris OX=6087 PE=2 SV=1 E(blastx)=3e-24
TRINITY_DN10885_c0_g1	Putative serine/threonine-protein kinase/receptor R826 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_R826 PE=3 SV=2 E(blastx)=1e-12
TRINITY_DN8898_c0_g1	60S ribosomal protein L17 OS=Suberites domuncula OX=55567 GN=RPL17 PE=2 SV=1 E(blastx)=1e-44
TRINITY_DN7852_c0_g1	E3 ubiquitin-protein ligase MARCHF6 OS=Mus musculus OX=10090 GN=Marchf6 PE=2 SV=2 E(blastx)=9e-11
TRINITY_DN5168_c0_g1	Inhibitor of Bruton tyrosine kinase OS=Xenopus laevis OX=8355 GN=ibtk PE=2 SV=1 E(blastx)=1e-06
TRINITY_DN11657_c0_g1	COMM domain-containing protein 10 OS=Mus musculus OX=10090 GN=Commd10 PE=1 SV=1 E(blastx)=7e-08
TRINITY_DN10093_c0_g1	NFX1-type zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=ZNFX1 PE=2 SV=2 E(blastx)=5e-14
TRINITY_DN2707_c0_g1	Histone acetyltransferase p300 OS=Mus musculus OX=10090 GN=Ep300 PE=1 SV=2 E(blastx)=3e-27
TRINITY_DN12923_c0_g1	60S ribosomal protein L35a OS=Ictalurus punctatus OX=7998 GN=rpl35a PE=3 SV=1 E(blastx)=2e-43
TRINITY_DN6655_c0_g1	E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus OX=10090 GN=Dzip3 PE=1 SV=2 E(blastx)=5e-08
TRINITY_DN963_c0_g1	"Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Saimiri sciureus OX=9521 GN=UQCRFS1 PE=3 SV=1 E(blastx)=8e-44"
TRINITY_DN11467_c0_g1	Zinc finger CCCH-type with G patch domain-containing protein OS=Nematostella vectensis OX=45351 GN=v1g244155 PE=3 SV=1 E(blastx)=2e-10
TRINITY_DN11219_c0_g1	"ATP-binding cassette sub-family B member 6, mitochondrial OS=Xenopus tropicalis OX=8364 GN=abcb6 PE=2 SV=1 E(blastx)=1e-08"
TRINITY_DN8401_c0_g1	Protein sidekick-1 OS=Gallus gallus OX=9031 GN=SDK1 PE=1 SV=1 E(blastx)=8e-05
TRINITY_DN13059_c0_g1	Activin receptor type-2B OS=Xenopus laevis OX=8355 GN=acvr2b PE=2 SV=1 E(blastx)=2e-18
TRINITY_DN3252_c0_g1	Dynein regulatory complex protein 9 OS=Homo sapiens OX=9606 GN=IQCG PE=1 SV=1 E(blastx)=1e-14
TRINITY_DN2137_c0_g1	Pre-mRNA-splicing factor CWC22 homolog OS=Xenopus laevis OX=8355 GN=cwc22 PE=2 SV=1 E(blastx)=2e-35
TRINITY_DN9734_c0_g1	Multiple C2 and transmembrane domain-containing protein 1 OS=Mus musculus OX=10090 GN=Mctp1 PE=1 SV=1 E(blastx)=4e-34
TRINITY_DN9705_c0_g1	Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Mus musculus OX=10090 GN=Nsun5 PE=2 SV=2 E(blastx)=4e-25
TRINITY_DN10073_c0_g1	Superoxide dismutase [Mn] OS=Bacillus subtilis (strain 168) OX=224308 GN=sodA PE=1 SV=5 E(blastx)=2e-23
TRINITY_DN2759_c0_g1	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Svep1 PE=1 SV=1 E(blastx)=3e-14"
TRINITY_DN734_c0_g1	ADP-ribosylation factor 6 OS=Rattus norvegicus OX=10116 GN=Arf6 PE=1 SV=2 E(blastx)=8e-14
TRINITY_DN4015_c0_g1	E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus OX=10090 GN=Dzip3 PE=1 SV=2 E(blastx)=2e-05
TRINITY_DN14166_c0_g1	Cysteine-rich protein 1 OS=Rattus norvegicus OX=10116 GN=Crip1 PE=1 SV=2 E(blastx)=1e-16
TRINITY_DN3251_c0_g1	Coronin-6 OS=Homo sapiens OX=9606 GN=CORO6 PE=1 SV=2 E(blastx)=3e-30
TRINITY_DN5821_c0_g1	Eukaryotic translation initiation factor 3 subunit G OS=Nematostella vectensis OX=45351 GN=v1g171563 PE=3 SV=1 E(blastx)=5e-05
TRINITY_DN1547_c0_g1	RNA-binding protein PNO1 OS=Oryzias latipes OX=8090 GN=pno1 PE=2 SV=1 E(blastx)=4e-27
TRINITY_DN13557_c0_g1	rRNA 2'-O-methyltransferase fibrillarin OS=Drosophila melanogaster OX=7227 GN=Fib PE=2 SV=1 E(blastx)=3e-45
TRINITY_DN14651_c0_g1	Putative serine protease K12H4.7 OS=Caenorhabditis elegans OX=6239 GN=K12H4.7 PE=3 SV=2 E(blastx)=1e-05
TRINITY_DN6343_c0_g1	Telomerase-binding protein EST1A OS=Homo sapiens OX=9606 GN=SMG6 PE=1 SV=2 E(blastx)=1e-22
TRINITY_DN294_c0_g1	Protein YLR162W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR162W PE=4 SV=1 E(blastx)=7e-08
TRINITY_DN6745_c0_g1	DnaJ homolog subfamily B member 11 OS=Mus musculus OX=10090 GN=Dnajb11 PE=1 SV=1 E(blastx)=3e-50
TRINITY_DN8474_c0_g1	E3 ubiquitin-protein ligase HUWE1 (Fragment) OS=Rattus norvegicus OX=10116 GN=Huwe1 PE=1 SV=2 E(blastx)=6e-44
TRINITY_DN11739_c0_g1	60S ribosomal protein L10a-2 OS=Drosophila melanogaster OX=7227 GN=RpL10Ab PE=1 SV=2 E(blastx)=9e-25
TRINITY_DN10527_c0_g1	Coatomer subunit beta OS=Danio rerio OX=7955 GN=copb1 PE=2 SV=1 E(blastx)=1e-41
TRINITY_DN14492_c0_g1	ER membrane protein complex subunit 4 OS=Xenopus tropicalis OX=8364 GN=emc4 PE=2 SV=1 E(blastx)=1e-15
TRINITY_DN11422_c0_g1	NPC intracellular cholesterol transporter 1 OS=Homo sapiens OX=9606 GN=NPC1 PE=1 SV=2 E(blastx)=2e-12
TRINITY_DN7331_c0_g1	TNF receptor-associated factor 5 OS=Homo sapiens OX=9606 GN=TRAF5 PE=1 SV=2 E(blastx)=1e-29
TRINITY_DN3333_c0_g1	Luc7-like protein 3 OS=Pongo abelii OX=9601 GN=LUC7L3 PE=2 SV=1 E(blastx)=5e-22
TRINITY_DN812_c0_g1	Nucleobindin-2 OS=Mus musculus OX=10090 GN=Nucb2 PE=1 SV=2 E(blastx)=1e-40
TRINITY_DN12945_c0_g1	Heat shock 70 kDa protein OS=Gallus gallus OX=9031 PE=1 SV=1 E(blastx)=2e-63
TRINITY_DN696_c0_g1	DNA/RNA-binding protein KIN17 OS=Mus musculus OX=10090 GN=Kin PE=1 SV=1 E(blastx)=3e-36
TRINITY_DN4038_c0_g1	UBX domain-containing protein 4 OS=Bos taurus OX=9913 GN=UBXN4 PE=2 SV=2 E(blastx)=2e-10
TRINITY_DN6765_c0_g1	Parkin coregulated gene protein homolog OS=Mus musculus OX=10090 GN=Pacrg PE=1 SV=1 E(blastx)=2e-39
TRINITY_DN5236_c0_g1	Elongation factor 2 OS=Cryptosporidium parvum OX=5807 PE=3 SV=1 E(blastx)=6e-32
TRINITY_DN10375_c0_g1	Semaphorin-5A OS=Homo sapiens OX=9606 GN=SEMA5A PE=1 SV=3 E(blastx)=2e-22
TRINITY_DN3317_c0_g1	Nacrein-like protein (Fragment) OS=Mytilus californianus OX=6549 PE=1 SV=1 E(blastx)=8e-08
TRINITY_DN10948_c0_g1	FK506-binding protein 15 OS=Mus musculus OX=10090 GN=Fkbp15 PE=1 SV=2 E(blastx)=2e-34
TRINITY_DN5253_c0_g1	E3 ubiquitin-protein ligase UBR4 OS=Mus musculus OX=10090 GN=Ubr4 PE=1 SV=1 E(blastx)=6e-28
TRINITY_DN8124_c0_g1	Lipoxygenase homology domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LOXHD1 PE=2 SV=4 E(blastx)=9e-07
TRINITY_DN9770_c0_g1	Glutamine synthetase OS=Macaca fascicularis OX=9541 GN=GLUL PE=2 SV=3 E(blastx)=1e-28
TRINITY_DN2790_c0_g1	Echinoderm microtubule-associated protein-like 6 OS=Homo sapiens OX=9606 GN=EML6 PE=2 SV=2 E(blastx)=3e-45
TRINITY_DN699_c0_g1_i2	ATP-dependent RNA helicase A protein OS=Xenopus laevis OX=8355 GN=dhx9 PE=2 SV=1 E(blastx)=6e-41
TRINITY_DN8622_c0_g1	Eukaryotic translation initiation factor 2-alpha kinase 3 OS=Rattus norvegicus OX=10116 GN=Eif2ak3 PE=1 SV=1 E(blastx)=3e-17
TRINITY_DN3403_c0_g1	Serine/threonine-protein kinase 31 OS=Mus musculus OX=10090 GN=Stk31 PE=1 SV=2 E(blastx)=1e-10
TRINITY_DN12399_c0_g1	Farnesyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=FDPS PE=1 SV=4 E(blastx)=8e-44
TRINITY_DN2432_c0_g1	Transport and Golgi organization protein 6 homolog OS=Homo sapiens OX=9606 GN=TANGO6 PE=1 SV=2 E(blastx)=2e-17
TRINITY_DN10429_c0_g1	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform OS=Homo sapiens OX=9606 GN=PIK3CB PE=1 SV=1 E(blastx)=1e-13"
TRINITY_DN3694_c0_g1	"3-hydroxyanthranilate 3,4-dioxygenase OS=Nematostella vectensis OX=45351 GN=v1g178517 PE=3 SV=1 E(blastx)=3e-67"
TRINITY_DN7936_c0_g1	E3 ubiquitin-protein ligase ARIH1 OS=Homo sapiens OX=9606 GN=ARIH1 PE=1 SV=2 E(blastx)=2e-32
TRINITY_DN12477_c0_g1	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Mus musculus OX=10090 GN=Trmt6 PE=1 SV=1 E(blastx)=6e-16
TRINITY_DN9255_c0_g1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase OS=Giardia intestinalis (strain ATCC 50803 / WB clone C6) OX=184922 GN=GL50803_12081 PE=1 SV=1 E(blastx)=2e-06
TRINITY_DN9737_c0_g1	Glutathione reductase (Fragment) OS=Rattus norvegicus OX=10116 GN=Gsr PE=2 SV=2 E(blastx)=1e-32
TRINITY_DN7464_c0_g1	Sodium-dependent neutral amino acid transporter B(0)AT3 OS=Mus musculus OX=10090 GN=Slc6a18 PE=1 SV=1 E(blastx)=7e-16
TRINITY_DN5479_c0_g1	Calpain-5 OS=Homo sapiens OX=9606 GN=CAPN5 PE=1 SV=2 E(blastx)=2e-32
TRINITY_DN9655_c0_g1	Hepatoma-derived growth factor-related protein 2 OS=Xenopus tropicalis OX=8364 GN=hdgfl2 PE=2 SV=1 E(blastx)=1e-08
TRINITY_DN11095_c0_g1	Lysosomal-trafficking regulator OS=Bos taurus OX=9913 GN=LYST PE=1 SV=1 E(blastx)=7e-17
TRINITY_DN2254_c0_g1	Protein TAR1 OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) OX=284590 GN=TAR1-A PE=4 SV=2 E(blastx)=2e-09
TRINITY_DN13349_c0_g1	"Malonate--CoA ligase ACSF3, mitochondrial OS=Homo sapiens OX=9606 GN=ACSF3 PE=1 SV=3 E(blastx)=8e-37"
TRINITY_DN12672_c0_g1	Neural cell adhesion molecule 1-B OS=Xenopus laevis OX=8355 GN=ncam1-b PE=2 SV=1 E(blastx)=1e-12
TRINITY_DN6414_c0_g1	Contactin-3 OS=Homo sapiens OX=9606 GN=CNTN3 PE=1 SV=3 E(blastx)=8e-07
TRINITY_DN9666_c0_g1	Disks large homolog 5 OS=Mus musculus OX=10090 GN=Dlg5 PE=1 SV=1 E(blastx)=2e-05
TRINITY_DN7185_c0_g1	Signal recognition particle receptor subunit alpha OS=Homo sapiens OX=9606 GN=SRPRA PE=1 SV=2 E(blastx)=6e-22
TRINITY_DN6624_c0_g1	26S proteasome regulatory subunit 4 OS=Drosophila melanogaster OX=7227 GN=Rpt2 PE=1 SV=2 E(blastx)=2e-52
TRINITY_DN14132_c0_g1	Clathrin heavy chain 1 OS=Bos taurus OX=9913 GN=CLTC PE=1 SV=1 E(blastx)=5e-29
TRINITY_DN11808_c0_g1	RNA-binding protein 28 OS=Homo sapiens OX=9606 GN=RBM28 PE=1 SV=3 E(blastx)=4e-19
TRINITY_DN6138_c0_g1	5'-nucleotidase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Nt5dc1 PE=1 SV=2 E(blastx)=2e-09
TRINITY_DN13977_c0_g1	"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Gallus gallus OX=9031 GN=SDHB PE=1 SV=1 E(blastx)=3e-26"
TRINITY_DN6537_c0_g1	Ecotropic viral integration site 5 protein homolog OS=Homo sapiens OX=9606 GN=EVI5 PE=1 SV=3 E(blastx)=3e-26
TRINITY_DN9975_c0_g1	Mitochondrial import receptor subunit TOM70 OS=Homo sapiens OX=9606 GN=TOMM70 PE=1 SV=1 E(blastx)=2e-10
TRINITY_DN13865_c0_g1	Mitochondrial-processing peptidase subunit beta OS=Bos taurus OX=9913 GN=PMPCB PE=2 SV=1 E(blastx)=4e-43
TRINITY_DN1082_c0_g1	Extended synaptotagmin-2 OS=Homo sapiens OX=9606 GN=ESYT2 PE=1 SV=1 E(blastx)=2e-29
TRINITY_DN8904_c0_g1	Zinc finger HIT domain-containing protein 2 OS=Mus musculus OX=10090 GN=Znhit2 PE=2 SV=2 E(blastx)=2e-05
TRINITY_DN10749_c0_g1	DNA replication factor Cdt1 OS=Mus musculus OX=10090 GN=Cdt1 PE=1 SV=1 E(blastx)=1e-20
TRINITY_DN5302_c0_g1	E3 ubiquitin-protein ligase RNF113A OS=Bos taurus OX=9913 GN=RNF113A PE=2 SV=1 E(blastx)=7e-17
TRINITY_DN9864_c0_g1	"Threonine--tRNA ligase 1, cytoplasmic OS=Rattus norvegicus OX=10116 GN=Tars1 PE=1 SV=1 E(blastx)=6e-68"
TRINITY_DN10057_c0_g1	Major facilitator superfamily domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MFSD1 PE=2 SV=2 E(blastx)=6e-08
TRINITY_DN2798_c0_g1	Inhibitor of carbonic anhydrase OS=Sus scrofa OX=9823 GN=ICA PE=1 SV=1 E(blastx)=3e-07
TRINITY_DN3156_c0_g1	"N-alpha-acetyltransferase 16, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA16 PE=1 SV=2 E(blastx)=1e-13"
TRINITY_DN11478_c0_g1	Protein TAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAR1 PE=2 SV=1 E(blastx)=1e-09
TRINITY_DN7426_c0_g1	Cation-independent mannose-6-phosphate receptor OS=Bos taurus OX=9913 GN=IGF2R PE=1 SV=2 E(blastx)=7e-18
TRINITY_DN5696_c0_g1	E3 ubiquitin-protein ligase TRIM33 OS=Danio rerio OX=7955 GN=trim33 PE=2 SV=1 E(blastx)=1e-08
TRINITY_DN4380_c0_g1	Probable glutamine--tRNA ligase OS=Drosophila melanogaster OX=7227 GN=GlnRS PE=2 SV=1 E(blastx)=4e-51
TRINITY_DN7892_c0_g1	Translocation protein SEC62 OS=Gallus gallus OX=9031 GN=SEC62 PE=2 SV=1 E(blastx)=1e-24
TRINITY_DN6815_c0_g1	Paired amphipathic helix protein Sin3a OS=Mus musculus OX=10090 GN=Sin3a PE=1 SV=3 E(blastx)=8e-24
TRINITY_DN14065_c0_g1	Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens OX=9606 GN=HERC1 PE=1 SV=2 E(blastx)=7e-11
TRINITY_DN632_c0_g1	60S acidic ribosomal protein P1 OS=Gallus gallus OX=9031 GN=RPLP1 PE=3 SV=1 E(blastx)=1e-22
TRINITY_DN5119_c0_g1	Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Rattus norvegicus OX=10116 GN=Ppp1r10 PE=1 SV=1 E(blastx)=5e-11
TRINITY_DN3686_c0_g1	Transcription factor MafB OS=Xenopus laevis OX=8355 GN=mafb PE=2 SV=1 E(blastx)=2e-12
TRINITY_DN5561_c0_g1	Coactosin OS=Dictyostelium discoideum OX=44689 GN=coaA PE=1 SV=1 E(blastx)=1e-14
TRINITY_DN5665_c0_g1	Fructose-bisphosphate aldolase B OS=Sparus aurata OX=8175 GN=aldob PE=2 SV=2 E(blastx)=7e-11
TRINITY_DN4419_c0_g1	FH1/FH2 domain-containing protein 3 OS=Mus musculus OX=10090 GN=Fhod3 PE=1 SV=1 E(blastx)=1e-48
TRINITY_DN11048_c0_g1	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1 OS=Xenopus laevis OX=8355 GN=tyw1 PE=2 SV=1 E(blastx)=6e-31
TRINITY_DN8274_c0_g1	Protein NDRG2 OS=Xenopus tropicalis OX=8364 GN=ndrg2 PE=2 SV=1 E(blastx)=2e-07
TRINITY_DN2817_c0_g1	Adhesion G-protein coupled receptor D1 OS=Mus musculus OX=10090 GN=Adgrd1 PE=2 SV=2 E(blastx)=2e-16
TRINITY_DN7836_c0_g1	Tetratricopeptide repeat protein 38 OS=Danio rerio OX=7955 GN=ttc38 PE=3 SV=1 E(blastx)=1e-26
TRINITY_DN4626_c0_g1	ABC transporter B family member 1 OS=Dictyostelium discoideum OX=44689 GN=abcB1 PE=3 SV=1 E(blastx)=3e-15
TRINITY_DN122_c0_g1	Adenosylhomocysteinase OS=Anopheles gambiae OX=7165 GN=Ahcy13 PE=2 SV=2 E(blastx)=2e-23
TRINITY_DN7526_c0_g1	Cytoplasmic phosphatidylinositol transfer protein 1 OS=Mus musculus OX=10090 GN=Pitpnc1 PE=1 SV=1 E(blastx)=1e-38
TRINITY_DN5117_c0_g1	Gamma-butyrobetaine dioxygenase OS=Homo sapiens OX=9606 GN=BBOX1 PE=1 SV=1 E(blastx)=3e-12
TRINITY_DN8750_c0_g1	"Phosphoenolpyruvate carboxykinase, cytosolic [GTP] OS=Gallus gallus OX=9031 GN=PCK1 PE=2 SV=1 E(blastx)=1e-25"
TRINITY_DN3732_c0_g1	Integrin beta-PS OS=Drosophila melanogaster OX=7227 GN=mys PE=1 SV=3 E(blastx)=7e-19
TRINITY_DN7597_c0_g1	"T-cell activation inhibitor, mitochondrial OS=Homo sapiens OX=9606 GN=TCAIM PE=2 SV=2 E(blastx)=2e-11"
TRINITY_DN4073_c0_g1	3'-5' RNA helicase YTHDC2 OS=Mus musculus OX=10090 GN=Ythdc2 PE=1 SV=1 E(blastx)=3e-19
TRINITY_DN12386_c0_g1	Ral GTPase-activating protein subunit beta OS=Homo sapiens OX=9606 GN=RALGAPB PE=1 SV=1 E(blastx)=2e-10
TRINITY_DN7875_c0_g1	Nematocyst expressed protein 6 OS=Nematostella vectensis OX=45351 PE=2 SV=1 E(blastx)=3e-05
TRINITY_DN7501_c0_g1	ATP-binding cassette sub-family A member 3 OS=Homo sapiens OX=9606 GN=ABCA3 PE=1 SV=2 E(blastx)=8e-39
